a,b,c,d,e,f,g
1.405499999999999972e+01,2.462564773116586281e+00,-2.637362572098276736e+00,9.445242598561862657e-01,2.888716229361060428e+00,1.076022878944966088e+01,4.900650580139643608e+00
1.406000000000000050e+01,2.449344454355818268e+00,-2.650753827676995300e+00,9.589466002474754669e-01,2.880162067670144932e+00,1.078475465934183219e+01,4.909715267532696714e+00
1.406499999999999950e+01,2.436057350043848935e+00,-2.664075982631526340e+00,9.733253009831146496e-01,2.871260229163685729e+00,1.080932610859365717e+01,4.918879692082897215e+00
1.407000000000000028e+01,2.422703817836032947e+00,-2.677324175150131769e+00,9.876586216423223208e-01,2.862009912001513445e+00,1.083394359519181549e+01,4.928127363453350007e+00
1.407500000000000107e+01,2.409284239580357756e+00,-2.690493591040485466e+00,1.001944818249221214e+00,2.852410498277910378e+00,1.085860749071964904e+01,4.937440221814933139e+00
1.408000000000000007e+01,2.395799021051304489e+00,-2.703579480394892265e+00,1.016182144172255386e+00,2.842461565522472977e+00,1.088331807199394419e+01,4.946798429993820356e+00
1.408500000000000085e+01,2.382248591624697376e+00,-2.716577178701992779e+00,1.030368851144335629e+00,2.832162898536267459e+00,1.090807551252360241e+01,4.956180125461734143e+00
1.408999999999999986e+01,2.368633403768213519e+00,-2.729482133814669975e+00,1.044503190335613896e+00,2.821514506525782728e+00,1.093287987120407756e+01,4.965561078599675326e+00
1.409500000000000064e+01,2.354953932180897436e+00,-2.742289953095315092e+00,1.058583413719080157e+00,2.810516650930349858e+00,1.095773107672003199e+01,4.974914089683752039e+00
1.409999999999999964e+01,2.341210673137341658e+00,-2.754996433768064357e+00,1.072607775233844762e+00,2.799169864291754184e+00,1.098262891458278823e+01,4.984208605360032962e+00
1.410500000000000043e+01,2.327404143334371955e+00,-2.767597609730691133e+00,1.086574532211041166e+00,2.787474981857092082e+00,1.100757300749380896e+01,4.993410096936074183e+00
1.410999999999999943e+01,2.313534878618736634e+00,-2.780089807634640309e+00,1.100481946925779608e+00,2.775433176898920884e+00,1.103256279440959098e+01,5.002479325336665283e+00
1.411500000000000021e+01,2.299603432350521004e+00,-2.792469725167105121e+00,1.114328288421967406e+00,2.763046010604506275e+00,1.105759750476873116e+01,5.011371300774726478e+00
1.412000000000000099e+01,2.285610373123506900e+00,-2.804734552045969664e+00,1.128111834824369941e+00,2.750315511783935296e+00,1.108267612388034173e+01,5.020033644513859805e+00
1.412500000000000000e+01,2.271556282257174875e+00,-2.816882077825527908e+00,1.141830875644379795e+00,2.737244251785686977e+00,1.110779735538495849e+01,5.028405114490523964e+00
1.413000000000000078e+01,2.257441750136815362e+00,-2.828910862839038476e+00,1.155483714906410109e+00,2.723835468505351187e+00,1.113295956782516072e+01,5.036413228078012949e+00
1.413499999999999979e+01,2.243267372266954052e+00,-2.840820444788532129e+00,1.169068674576807965e+00,2.710093215731676164e+00,1.115816073723260793e+01,5.043971384938147118e+00
1.414000000000000057e+01,2.229033742970794929e+00,-2.852611698261267925e+00,1.182584099805678024e+00,2.696022644937531521e+00,1.118339835630531098e+01,5.050973745610915167e+00
1.414499999999999957e+01,2.214741448223066289e+00,-2.864287208758129477e+00,1.196028364745258754e+00,2.681630315362418582e+00,1.120866933135150489e+01,5.057289842113001477e+00
1.415000000000000036e+01,2.200391055737510371e+00,-2.875851870904056806e+00,1.209399880762548118e+00,2.666924717385606325e+00,1.123396983939660565e+01,5.062755831340782997e+00
1.415500000000000114e+01,2.185983100922372913e+00,-2.887313801041538230e+00,1.222697108464312121e+00,2.651917140591417699e+00,1.125929512414393230e+01,5.067160880642702203e+00
1.416000000000000014e+01,2.171518068318129657e+00,-2.898685555931987068e+00,1.235918574198866304e+00,2.636622949584080722e+00,1.128463922369574668e+01,5.070228565405779264e+00
1.416500000000000092e+01,2.156996364462826499e+00,-2.909986126552794872e+00,1.249062896093374730e+00,2.621063923866906453e+00,1.130999456555696980e+01,5.071585516970569252e+00
1.416999999999999993e+01,2.142418279102114465e+00,-2.921243873032021821e+00,1.262128824947549299e+00,2.605272282656340366e+00,1.133535137412618354e+01,5.070713249607480044e+00
1.417500000000000071e+01,2.127783927632589833e+00,-2.932501116621813342e+00,1.275115313691746799e+00,2.589298452966934949e+00,1.136069676040632892e+01,5.066867693083147550e+00
1.417999999999999972e+01,2.113093165520139038e+00,-2.943820738921063107e+00,1.288021643151893825e+00,2.573226752623137159e+00,1.138601329004505480e+01,5.058948059498339589e+00
1.418500000000000050e+01,2.098345467418224253e+00,-2.955293012413574338e+00,1.300847664289146888e+00,2.557208945670031319e+00,1.141127673872742321e+01,5.045302038852527815e+00
1.418999999999999950e+01,2.083539796486352014e+00,-2.967027101231932029e+00,1.313594293353198106e+00,2.541536189902978915e+00,1.143645287160019386e+01,5.023581693740513110e+00
1.419500000000000028e+01,2.068674690446592024e+00,-2.979051433472412302e+00,1.326264497461266734e+00,2.526756330941842599e+00,1.146149512726807629e+01,4.991529022092934476e+00
1.420000000000000107e+01,2.053749396736681110e+00,-2.990982964980302139e+00,1.338864596984667976e+00,2.513599678402126170e+00,1.148635375646599677e+01,4.951196968660885211e+00
1.420500000000000007e+01,2.038766493473698649e+00,-3.001956046207296058e+00,1.351403474612583366e+00,2.502191943444922018e+00,1.151101020240779071e+01,4.912618755736671616e+00
1.421000000000000085e+01,2.023732176778868741e+00,-3.011548858013535224e+00,1.363888132965610289e+00,2.491762494327285360e+00,1.153549672168454876e+01,4.883788694503603089e+00
1.421499999999999986e+01,2.008652947626999197e+00,-3.019976713928699041e+00,1.376321531359461003e+00,2.481605933511098705e+00,1.155986463442552648e+01,4.864824935056596189e+00
1.422000000000000064e+01,1.993533829482401210e+00,-3.027548985845258667e+00,1.388704086666841864e+00,2.471392107061886723e+00,1.158415732639815232e+01,4.853294451958606537e+00
1.422499999999999964e+01,1.978378518563698174e+00,-3.034482076140149420e+00,1.401035134279278171e+00,2.460989729211849664e+00,1.160840643767470759e+01,4.847102115859406979e+00
1.423000000000000043e+01,1.963189845845557890e+00,-3.040911264388498569e+00,1.413313580422370208e+00,2.450346158611738989e+00,1.163263481840379043e+01,4.844807880643823061e+00
1.423499999999999943e+01,1.947970102664718040e+00,-3.046921452591317525e+00,1.425538157292911334e+00,2.439439824933787193e+00,1.165685938701023083e+01,4.845445721806637351e+00
1.424000000000000021e+01,1.932721237377625467e+00,-3.052567450604009469e+00,1.437707526397010493e+00,2.428262269237002169e+00,1.168109304896072942e+01,4.848353561299634684e+00
1.424500000000000099e+01,1.917444973863668745e+00,-3.057885681543697665e+00,1.449820323613548956e+00,2.416810950565333016e+00,1.170534591930684876e+01,4.853063242967845525e+00
1.425000000000000000e+01,1.902142885139563866e+00,-3.062900933463347908e+00,1.461875180052169654e+00,2.405086156828667221e+00,1.172962611065824134e+01,4.859233106436853689e+00
1.425500000000000078e+01,1.886816440663672934e+00,-3.067630347967249094e+00,1.473870732241920001e+00,2.393089617316638051e+00,1.175394025329756786e+01,4.866606522441673910e+00
1.425999999999999979e+01,1.871467037957150303e+00,-3.072085879996140800e+00,1.485805627456701750e+00,2.380823824869457539e+00,1.177829385005513174e+01,4.874985661817910376e+00
1.426500000000000057e+01,1.856096024333975247e+00,-3.076275859313940320e+00,1.497678526601046389e+00,2.368291701937234706e+00,1.180269152465389482e+01,4.884214490279414456e+00
1.426999999999999957e+01,1.840704712295585743e+00,-3.080206025192550712e+00,1.509488105882052844e+00,2.355496425745241318e+00,1.182713720055150652e+01,4.894167334375147504e+00
1.427500000000000036e+01,1.825294390626964747e+00,-3.083880222147491690e+00,1.521233057838365932e+00,2.342441340518851334e+00,1.185163423199392696e+01,4.904741090646746571e+00
1.428000000000000114e+01,1.809866332577190651e+00,-3.087300885750769996e+00,1.532912092043148711e+00,2.329129911388294616e+00,1.187618550228612690e+01,4.915849738448462070e+00
1.428500000000000014e+01,1.794421802006387123e+00,-3.090469390237091662e+00,1.544523935647643453e+00,2.315565700966306206e+00,1.190079349899902716e+01,4.927420388023902476e+00
1.429000000000000092e+01,1.778962057993084267e+00,-3.093386297924001216e+00,1.556067333832670485e+00,2.301752359292722705e+00,1.192546037165029027e+01,4.939390430412493593e+00
1.429499999999999993e+01,1.763488358444702309e+00,-3.096051549673894954e+00,1.567541050240196743e+00,2.287693619080202634e+00,1.195018797795700749e+01,4.951705360072953255e+00
1.430000000000000071e+01,1.748001962816187582e+00,-3.098464605639751568e+00,1.578943867380972144e+00,2.273393295412101889e+00,1.197497791991489535e+01,4.964317164965219575e+00
1.430499999999999972e+01,1.732504134228923576e+00,-3.100624554254077125e+00,1.590274587048955413e+00,2.258855286953401098e+00,1.199983157302020231e+01,4.977183084625085741e+00
1.431000000000000050e+01,1.716996141111826857e+00,-3.102530197469113737e+00,1.601532030744926782e+00,2.244083577908276617e+00,1.202475011006085559e+01,4.990264645301380142e+00
1.431499999999999950e+01,1.701479258455429244e+00,-3.104180118279204148e+00,1.612715040108735565e+00,2.229082240207327370e+00,1.204973452054753480e+01,5.003526903284997829e+00
1.432000000000000028e+01,1.685954768767103484e+00,-3.105572735037466447e+00,1.623822477363668471e+00,2.213855435572731345e+00,1.207478562681859025e+01,5.016937844510608535e+00
1.432500000000000107e+01,1.670423962787154881e+00,-3.106706346145475806e+00,1.634853225769650198e+00,2.198407417302799871e+00,1.209990409752808382e+01,5.030467899129764220e+00
1.433000000000000007e+01,1.654888139979142192e+00,-3.107579165748445948e+00,1.645806190085345566e+00,2.182742531755028637e+00,1.212509045868213775e+01,5.044089563506352292e+00
1.433500000000000085e+01,1.639348608871342261e+00,-3.108189354106954738e+00,1.656680297036166483e+00,2.166865219408914633e+00,1.215034510314042571e+01,5.057777086865118399e+00
1.433999999999999986e+01,1.623806687282576933e+00,-3.108535044659872959e+00,1.667474495786975819e+00,2.150780015418499946e+00,1.217566829898078495e+01,5.071506199149919958e+00
1.434500000000000064e+01,1.608263702390346328e+00,-3.108614365681621639e+00,1.678187758414702913e+00,2.134491549910808139e+00,1.220106019625020011e+01,5.085253903443852863e+00
1.434999999999999964e+01,1.592720990687760629e+00,-3.108425458407598985e+00,1.688819080385352667e+00,2.118004547799176684e+00,1.222652083263181311e+01,5.098998312074050077e+00
1.435500000000000043e+01,1.577179897909727124e+00,-3.107966495165392917e+00,1.699367481024000481e+00,2.101323828230942770e+00,1.225205013902515283e+01,5.112718483530434455e+00
1.435999999999999943e+01,1.561641778812643100e+00,-3.107235692764918067e+00,1.709832003986270665e+00,2.084454303661173125e+00,1.227764794363009848e+01,5.126394316795888528e+00
1.436500000000000021e+01,1.546107996931588735e+00,-3.106231326292850259e+00,1.720211717720389499e+00,2.067400978574665427e+00,1.230331397604605037e+01,5.140006441625349254e+00
1.437000000000000099e+01,1.530579924258058888e+00,-3.104951740659307013e+00,1.730505715923233323e+00,2.050168947865660840e+00,1.232904787069605490e+01,5.153536135908859173e+00
1.437500000000000000e+01,1.515058940857764602e+00,-3.103395360969720684e+00,1.740713117989365788e+00,2.032763394870573670e+00,1.235484916980965053e+01,5.166965257752168306e+00
1.438000000000000078e+01,1.499546434454907651e+00,-3.101560702526913182e+00,1.750833069445102419e+00,2.015189589121519464e+00,1.238071732628995392e+01,5.180276181700222082e+00
1.438499999999999979e+01,1.484043799958173038e+00,-3.099446379541003438e+00,1.760864742372880931e+00,1.997452883773818355e+00,1.240665170615895896e+01,5.193451750504690878e+00
1.439000000000000057e+01,1.468552438937494209e+00,-3.097051112953501217e+00,1.770807335825354434e+00,1.979558712716224633e+00,1.243265159069584058e+01,5.206475237708370507e+00
1.439499999999999957e+01,1.453073759045518942e+00,-3.094373737051535400e+00,1.780660076229575450e+00,1.961512587357357340e+00,1.245871617818786348e+01,5.219330324856528591e+00
1.440000000000000036e+01,1.437609173511871674e+00,-3.091413208904655097e+00,1.790422217739493060e+00,1.943320093406906590e+00,1.248484458684122700e+01,5.232001040401438985e+00
1.440500000000000114e+01,1.422160100432906304e+00,-3.088168612135349544e+00,1.800093042629091089e+00,1.924986886953708565e+00,1.251103585551435060e+01,5.244471772327782944e+00
1.441000000000000014e+01,1.406727962165930323e+00,-3.084639164173231141e+00,1.809671861614945643e+00,1.906518690672410532e+00,1.253728894593901444e+01,5.256727231832938330e+00
1.441500000000000092e+01,1.391314184642840956e+00,-3.080824221721965461e+00,1.819158014181567085e+00,1.887921289615887677e+00,1.256360274427683521e+01,5.268752440273678062e+00
1.441999999999999993e+01,1.375920196630241676e+00,-3.076723285022711529e+00,1.828550868896831494e+00,1.869200526687270214e+00,1.258997606230245481e+01,5.280532730618436865e+00
1.442500000000000071e+01,1.360547429053818203e+00,-3.072336003740879562e+00,1.837849823662836890e+00,1.850362298193613864e+00,1.261640763950950195e+01,5.292053722105700686e+00
1.442999999999999972e+01,1.345197314185990090e+00,-3.067662180321047760e+00,1.847054305999634272e+00,1.831412548761955250e+00,1.264289614399808670e+01,5.303301331680653874e+00
1.443500000000000050e+01,1.329871284907163442e+00,-3.062701774546169098e+00,1.856163773253926674e+00,1.812357266441428916e+00,1.266944017426289015e+01,5.314261761544945450e+00
1.443999999999999950e+01,1.314570773899113032e+00,-3.057454907101404107e+00,1.865177712809601429e+00,1.793202477380467785e+00,1.269603826054575890e+01,5.324921500886638626e+00
1.444500000000000028e+01,1.299297212817849712e+00,-3.051921862712814626e+00,1.874095642273080786e+00,1.773954240315847253e+00,1.272268886615101735e+01,5.335267330539955388e+00
1.445000000000000107e+01,1.284052031499534507e+00,-3.046103093453544020e+00,1.882917109602424643e+00,1.754618641149211955e+00,1.274939038915484346e+01,5.345286318368484224e+00
1.445500000000000007e+01,1.268836657076397145e+00,-3.039999221135229135e+00,1.891641693252038348e+00,1.735201786929715384e+00,1.277614116359122676e+01,5.354965830761634571e+00
1.446000000000000085e+01,1.253652513155326664e+00,-3.033611039799575249e+00,1.900269002245573047e+00,1.715709800159621379e+00,1.280293946113677350e+01,5.364293532243827656e+00
1.446499999999999986e+01,1.238501018935248332e+00,-3.026939517687588843e+00,1.908798676246139969e+00,1.696148812628346825e+00,1.282978349254714523e+01,5.373257393649502944e+00
1.447000000000000064e+01,1.223383588336399042e+00,-3.019985798893066065e+00,1.917230385586429220e+00,1.676524959297305495e+00,1.285667140920505958e+01,5.381845698764202268e+00
1.447499999999999964e+01,1.208301629145246858e+00,-3.012751204743196798e+00,1.925563831255767466e+00,1.656844372248210018e+00,1.288360130481601473e+01,5.390047048512525585e+00
1.448000000000000043e+01,1.193256542048477975e+00,-3.005237234759080334e+00,1.933798744903111322e+00,1.637113173715670777e+00,1.291057121674757546e+01,5.397850377436350655e+00
1.448499999999999943e+01,1.178249719738514667e+00,-2.997445567342788220e+00,1.941934888773293455e+00,1.617337469644401615e+00,1.293757912770013263e+01,5.405244962101835249e+00
1.449000000000000021e+01,1.163282546176997112e+00,-2.989378060124224135e+00,1.949972055546403071e+00,1.597523344550632052e+00,1.296462296793854030e+01,5.412220414396597512e+00
1.449500000000000099e+01,1.148356395582979417e+00,-2.981036749964232069e+00,1.957910068254278269e+00,1.577676854026729636e+00,1.299170061669346765e+01,5.418766701562783616e+00
1.450000000000000000e+01,1.133472631467600245e+00,-2.972423852627103180e+00,1.965748780144187080e+00,1.557804017600575408e+00,1.301880990377340730e+01,5.424874161679647422e+00
1.450500000000000078e+01,1.118632605804149360e+00,-2.963541762062836593e+00,1.973488074464941455e+00,1.537910812778921610e+00,1.304594861156638075e+01,5.430533507670554094e+00
1.450999999999999979e+01,1.103837658292160517e+00,-2.954393049226496704e+00,1.981127864204660805e+00,1.518003170016582137e+00,1.307311447717629349e+01,5.435735825776049523e+00
1.451500000000000057e+01,1.089089115243611072e+00,-2.944980460911151177e+00,1.988668091883394773e+00,1.498086964004586630e+00,1.310030519401476745e+01,5.440472600955888360e+00
